id,carat,cut,cut_ord,color,clarity,clarity_ord,price,retail_price,company_price,,Linear Regression model - provides an equation to use to predict the prices.,
4596,0.55,Very Good,3,F,VS2,5,1777,2102.45,630.735,,,
4597,0.41,Ideal,5,E,SI1,3,904,332.83,99.849,,,
4598,0.27,Premium,4,G,VS2,5,509,-95.09,-28.527,,,
4599,1.01,Premium,4,F,SI2,2,3897,4768.53,1430.559,,,
4600,1.2,Ideal,5,D,SI2,2,6140,6525.1,1957.53,,,
4601,1,Good,2,E,SI1,3,5174,4822.2,1446.66,,,
4602,0.38,Very Good,3,G,VS2,5,775,672.24,201.672,,,
4603,0.24,Very Good,3,E,VVS2,6,485,-51.58,-15.474,,,
4604,1.02,Ideal,5,H,SI1,3,4558,5464.76,1639.428,,,
4605,0.9,Very Good,3,E,SI1,3,4315,4139,1241.7,,,
4606,0.41,Very Good,3,J,VVS2,6,754,1378.63,413.589,,,
4607,2.12,Ideal,5,F,SI2,2,17730,14265.06,4279.518,,,
4608,0.31,Very Good,3,D,SI1,3,571,-824.67,-247.401,,,
4609,0.7,Ideal,5,F,VS2,5,2717,3680.6,1104.18,,,
4610,0.62,Ideal,5,G,SI2,2,1327,1645.56,493.668,,,
4611,0.5,Ideal,5,I,VVS2,6,1640,2452,735.6,,,
4612,0.34,Premium,4,D,SI1,3,803,-414.18,-124.254,,,
4613,1,Fair,1,F,SI1,3,4586,4664.1,1399.23,,,
4614,0.53,Ideal,5,F,VS1,4,1800,1796.39,538.917,,,
4615,1.31,Very Good,3,I,SI2,2,5652,7134.33,2140.299,,,
4616,0.72,Very Good,3,G,SI2,2,2114,2170.66,651.198,,,
4617,0.58,Ideal,5,H,SI1,3,1421,1763.04,528.912,,,
4618,1.12,Very Good,3,H,SI1,3,4576,5989.86,1796.958,,,
4619,0.4,Ideal,5,G,SI1,3,855,248.7,74.61,,,
4620,0.77,Good,2,H,VVS1,7,3096,4703.21,1410.963,,,
4621,1.1,Premium,4,H,SI2,2,4497,5525.7,1657.71,,,
4622,1.07,Ideal,5,I,VS1,4,5373,6339.41,1901.823,,,
4623,0.36,Ideal,5,H,SI1,3,556,-87.82,-26.346,,,
4624,0.58,Ideal,5,D,SI2,2,1342,1309.04,392.712,,,
4625,1.56,Ideal,5,I,SI1,3,9788,10007.78,3002.334,,,
4626,0.4,Premium,4,F,SI1,3,945,90.6,27.18,,,
4627,1.72,Fair,1,F,SI1,3,13622,10721.46,3216.438,,,
4628,0.31,Ideal,5,F,VVS1,7,840,1307.53,392.259,,,
4629,1.51,Very Good,3,I,VS2,5,9185,10178.93,3053.679,,,
4630,1.04,Very Good,3,F,VS1,4,8090,5770.82,1731.246,,,
4631,1.73,Premium,4,J,SI1,3,9105,11279.89,3383.967,,,
4632,0.71,Very Good,3,E,VS2,5,2804,3448.53,1034.559,,,
4633,0.31,Premium,4,E,VVS1,7,969,1149.43,344.829,,,
4634,0.35,Premium,4,E,SI1,3,614,-330.05,-99.015,,,
4635,0.7,Very Good,3,D,SI1,3,2374,2456.4,736.92,,,
4636,0.41,Ideal,5,D,VS2,5,1076,1240.83,372.249,,,
4637,0.65,Ideal,5,E,VS1,4,2533,2805.95,841.785,,,
4638,1,Premium,4,F,SI2,2,4155,4684.4,1405.32,,,
4639,2,Good,2,D,SI2,2,10528,12781.2,3834.36,,,
4640,0.3,Ideal,5,I,VS1,4,473,-138.6,-41.58,,,
4641,0.92,Very Good,3,D,SI2,2,3613,3853.26,1155.978,,,
4642,1.51,Premium,4,J,VS1,4,8204,9883.03,2964.909,,,
4643,0.36,Ideal,5,F,IF,8,1063,2182.18,654.654,,,
4644,1.01,Ideal,5,F,SI2,2,4843,4926.63,1477.989,,,
4645,0.7,Fair,1,G,SI1,3,1995,2140.2,642.06,,,
4646,0.92,Very Good,3,F,SI2,2,3763,3853.26,1155.978,,,
4647,2.01,Good,2,E,SI2,2,17115,12865.33,3859.599,,,
4648,0.41,Ideal,5,G,VS2,5,827,1240.83,372.249,,,
4649,1.03,Premium,4,E,SI2,2,4441,4936.79,1481.037,,,
4650,0.33,Ideal,5,E,VS2,5,723,567.79,170.337,,,
4651,0.72,Ideal,5,F,SI2,2,2224,2486.86,746.058,,,
4652,0.29,Very Good,3,E,VS1,4,619,-538.93,-161.679,,,
4653,0.42,Ideal,5,E,VVS2,6,1273,1778.96,533.688,,,
4654,0.4,Good,2,G,SI1,3,655,-225.6,-67.68,,,
4655,0.36,Premium,4,G,SI2,2,608,-699.92,-209.976,,,
4656,0.99,Fair,1,J,I1,1,1901,3671.97,1101.591,,,
4657,2.15,Ideal,5,H,SI2,2,17063,14517.45,4355.235,,,
4658,0.3,Good,2,D,VS2,5,616,-158.9,-47.67,,,
4659,1,Very Good,3,E,SI1,3,5257,4980.3,1494.09,,,
4660,1.53,Ideal,5,H,I1,1,6477,8847.39,2654.217,,,
4661,0.41,Very Good,3,F,SI1,3,769,16.63,4.989,,,
4662,1.04,Premium,4,G,SI1,3,4742,5474.92,1642.476,,,
4663,1.23,Ideal,5,H,I1,1,4025,6323.49,1897.047,,,
4664,1.32,Very Good,3,H,SI1,3,7270,7672.46,2301.738,,,
4665,0.75,Very Good,3,F,SI1,3,2463,2877.05,863.115,,,
4666,0.73,Ideal,5,D,VS2,5,4134,3932.99,1179.897,,,
4667,1.12,Premium,4,F,VS2,5,7437,7055.96,2116.788,,,
4668,1.22,Premium,4,F,VS2,5,8576,7897.26,2369.178,,,
4669,0.38,Very Good,3,E,VVS1,7,1098,1580.24,474.072,,,
4670,0.42,Ideal,5,G,VVS2,6,1031,1778.96,533.688,,,
4671,1.01,Good,2,F,VS1,4,6794,5360.33,1608.099,,,
4672,1.06,Premium,4,F,VS1,4,7679,6097.18,1829.154,,,
4673,0.3,Ideal,5,D,SI1,3,709,-592.6,-177.78,,,
4674,1.01,Premium,4,D,SI1,3,5644,5222.53,1566.759,,,
4675,0.78,Very Good,3,H,VS1,4,2854,3583.44,1075.032,,,
4676,1.01,Ideal,5,G,SI1,3,5006,5380.63,1614.189,,,
4677,1.5,Premium,4,G,SI1,3,9954,9344.9,2803.47,,,
4678,1,Ideal,5,F,SI2,2,4155,4842.5,1452.75,,,
4679,0.74,Ideal,5,E,SI2,2,2464,2655.12,796.536,,,
4680,0.35,Very Good,3,H,VVS1,7,733,1327.85,398.355,,,
4681,1.14,Premium,4,F,SI1,3,6448,6316.22,1894.866,,,
4682,0.4,Good,2,G,VVS1,7,1013,1590.4,477.12,,,
4683,1.01,Very Good,3,H,SI1,3,4876,5064.43,1519.329,,,
4684,0.53,Very Good,3,J,SI1,3,1014,1026.19,307.857,,,
4685,1.7,Good,2,H,SI1,3,11869,10711.3,3213.39,,,
4686,0.3,Ideal,5,F,IF,8,886,1677.4,503.22,,,
4687,0.43,Premium,4,E,VS1,4,1209,796.99,239.097,,,
4688,0.7,Ideal,5,I,SI1,3,2110,2772.6,831.78,,,
4689,1.7,Very Good,3,I,VS2,5,11190,11777.4,3533.22,,,
4690,1.1,Ideal,5,G,VVS2,6,8932,7499.8,2249.94,,,
4691,1.1,Ideal,5,I,VS1,4,5291,6591.8,1977.54,,,
4692,0.43,Premium,4,D,SI1,3,1064,342.99,102.897,,,
4693,0.92,Premium,4,I,SI1,3,3529,4465.36,1339.608,,,
4694,0.45,Premium,4,D,VS1,4,1358,965.25,289.575,,,
4695,1,Premium,4,F,SI2,2,4144,4684.4,1405.32,,,
4696,0.33,Ideal,5,G,SI2,2,463,-794.21,-238.263,,,
4697,0.33,Very Good,3,G,VS2,5,579,251.59,75.477,,,
4698,0.41,Premium,4,D,SI2,2,818,-279.27,-83.781,,,
4699,0.91,Premium,4,D,VS2,5,4969,5289.23,1586.769,,,
4700,0.32,Very Good,3,G,IF,8,872,1529.46,458.838,,,
4701,0.35,Ideal,5,I,VVS1,7,627,1644.05,493.215,,,
4702,0.56,Premium,4,G,VS1,4,1915,1890.68,567.204,,,
4703,1.05,Ideal,5,G,VVS2,6,9000,7079.15,2123.745,,,
4704,0.23,Very Good,3,E,VVS2,6,485,-135.71,-40.713,,,
4705,0.27,Very Good,3,D,VVS2,6,620,200.81,60.243,,,
4706,1.24,Ideal,5,H,VVS2,6,8069,8677.62,2603.286,,,
4707,0.32,Ideal,5,D,VVS2,6,1014,937.66,281.298,,,
4708,0.5,Very Good,3,D,SI2,2,1015,319.8,95.94,,,
4709,0.55,Good,2,G,SI1,3,1213,1036.35,310.905,,,
4710,0.72,Good,2,I,VS2,5,2174,3374.56,1012.368,,,
4711,1.28,Ideal,5,I,SI2,2,5419,7198.14,2159.442,,,
4712,0.9,Very Good,3,I,SI2,2,3503,3685,1105.5,,,
4713,1.07,Ideal,5,E,VS2,5,7190,6793.41,2038.023,,,
4714,1.05,Good,2,H,IF,8,6703,7512.85,2253.855,,,
4715,0.41,Ideal,5,I,VVS1,7,863,2148.83,644.649,,,
4716,0.36,Premium,4,F,SI1,3,616,-245.92,-73.776,,,
4717,1.51,Premium,4,H,SI1,3,9261,9429.03,2828.709,,,
4718,1,Ideal,5,E,SI1,3,5728,5296.5,1588.95,,,
4719,0.5,Fair,1,F,VS1,4,1577,911.6,273.48,,,
4720,0.43,Premium,4,G,SI1,3,968,342.99,102.897,,,
4721,1.32,Fair,1,I,SI1,3,6061,7356.26,2206.878,,,
4722,0.74,Very Good,3,I,VS1,4,2353,3246.92,974.076,,,
4723,1.2,Premium,4,G,VS1,4,8938,7275,2182.5,,,
4724,0.72,Premium,4,E,VS2,5,2954,3690.76,1107.228,,,
4725,1.23,Premium,4,G,SI1,3,6909,7073.39,2122.017,,,
4726,0.41,Ideal,5,H,SI1,3,876,332.83,99.849,,,
4727,2.01,Premium,4,H,VS2,5,17068,14543.53,4363.059,,,
4728,0.32,Ideal,5,E,VS2,5,702,483.66,145.098,,,
4729,0.9,Premium,4,I,VS1,4,3145,4751.1,1425.33,,,
4730,2.21,Premium,4,G,SI2,2,15970,14864.13,4459.239,,,
4731,0.59,Very Good,3,F,SI1,3,1452,1530.97,459.291,,,
4732,1.22,Premium,4,J,SI2,2,4509,6535.26,1960.578,,,
4733,1.32,Ideal,5,G,VS2,5,9580,8896.66,2668.998,,,
4734,0.49,Fair,1,D,VS2,5,1249,1281.47,384.441,,,
4735,0.86,Premium,4,H,SI2,2,2757,3506.58,1051.974,,,
4736,0.5,Premium,4,E,VS2,5,1746,1839.9,551.97,,,
4737,0.9,Premium,4,G,SI1,3,3326,4297.1,1289.13,,,
4738,0.3,Ideal,5,E,VVS1,7,862,1223.4,367.02,,,
4739,0.32,Very Good,3,F,VS2,5,645,167.46,50.238,,,
4740,1.3,Ideal,5,I,SI1,3,6451,7820.4,2346.12,,,
4741,2.22,Good,2,I,SI2,2,14285,14632.06,4389.618,,,
4742,0.5,Premium,4,F,VS2,5,1654,1839.9,551.97,,,
4743,0.52,Ideal,5,E,VS2,5,1815,2166.26,649.878,,,
4744,0.61,Ideal,5,G,VS1,4,2167,2469.43,740.829,,,
4745,1.3,Premium,4,H,VS1,4,7855,8116.3,2434.89,,,
4746,1.01,Very Good,3,G,VS2,5,5759,5972.43,1791.729,,,
4747,0.75,Very Good,3,I,SI1,3,2180,2877.05,863.115,,,
4748,0.52,Premium,4,E,VS2,5,1694,2008.16,602.448,,,
4749,1.1,Premium,4,H,SI2,2,4558,5525.7,1657.71,,,
4750,0.33,Very Good,3,H,SI1,3,475,-656.41,-196.923,,,
4751,0.58,Ideal,5,F,VS2,5,2401,2671.04,801.312,,,
4752,1,Good,2,F,SI1,3,4939,4822.2,1446.66,,,
4753,0.41,Ideal,5,F,VVS2,6,1115,1694.83,508.449,,,
4754,1.24,Premium,4,D,SI1,3,7351,7157.52,2147.256,,,
4755,0.41,Ideal,5,G,VVS1,7,1055,2148.83,644.649,,,
4756,0.3,Ideal,5,D,VVS1,7,1000,1223.4,367.02,,,
4757,0.5,Premium,4,E,VS2,5,1629,1839.9,551.97,,,
4758,0.76,Very Good,3,G,SI2,2,2422,2507.18,752.154,,,
4759,0.41,Very Good,3,G,VS2,5,834,924.63,277.389,,,
4760,0.31,Ideal,5,H,SI1,3,441,-508.47,-152.541,,,
4761,0.7,Very Good,3,E,VS2,5,2513,3364.4,1009.32,,,
4762,1.21,Premium,4,H,VS2,5,6708,7813.13,2343.939,,,
4763,0.71,Premium,4,I,VS2,5,2300,3606.63,1081.989,,,
4764,0.78,Premium,4,G,VS2,5,2803,4195.54,1258.662,,,
4765,1.05,Premium,4,E,SI2,2,4742,5105.05,1531.515,,,
4766,0.93,Good,2,G,VS1,4,4425,4687.29,1406.187,,,
4767,0.33,Very Good,3,G,VS1,4,854,-202.41,-60.723,,,
4768,0.3,Ideal,5,G,VVS1,7,737,1223.4,367.02,,,
4769,0.7,Very Good,3,E,VS2,5,2845,3364.4,1009.32,,,
4770,1.5,Very Good,3,I,VS1,4,11879,9640.8,2892.24,,,
4771,0.53,Good,2,H,VS1,4,1282,1322.09,396.627,,,
4772,0.7,Ideal,5,E,SI1,3,2614,2772.6,831.78,,,
4773,1.72,Premium,4,F,I1,1,7532,10287.76,3086.328,,,
4774,0.41,Very Good,3,F,VS2,5,863,924.63,277.389,,,
4775,1.04,Ideal,5,H,SI2,2,4484,5179.02,1553.706,,,
4776,0.53,Premium,4,D,SI1,3,1753,1184.29,355.287,,,
4777,1.07,Very Good,3,I,SI1,3,4307,5569.21,1670.763,,,
4778,1.31,Premium,4,I,VS1,4,5759,8200.43,2460.129,,,
4779,0.41,Ideal,5,H,VS1,4,827,786.83,236.049,,,
4780,1.03,Ideal,5,E,VVS2,6,8811,6910.89,2073.267,,,
4781,0.74,Very Good,3,H,VVS2,6,2921,4154.92,1246.476,,,
4782,2.01,Very Good,3,J,VS2,5,13109,14385.43,4315.629,,,
4783,1.5,Premium,4,I,SI2,2,7140,8890.9,2667.27,,,
4784,1,Premium,4,G,SI1,3,4256,5138.4,1541.52,,,
4785,0.61,Ideal,5,F,VS2,5,2108,2923.43,877.029,,,
4786,0.33,Ideal,5,D,VS2,5,1002,567.79,170.337,,,
4787,0.32,Ideal,5,G,IF,8,918,1845.66,553.698,,,
4788,0.51,Ideal,5,G,VS1,4,1662,1628.13,488.439,,,
4789,0.36,Premium,4,G,IF,8,1074,2024.08,607.224,,,
4790,1.67,Premium,4,I,VS1,4,11400,11229.11,3368.733,,,
4791,0.31,Very Good,3,F,SI1,3,663,-824.67,-247.401,,,
4792,1.4,Very Good,3,I,VS1,4,7584,8799.5,2639.85,,,
4793,1.01,Fair,1,G,SI2,2,4047,4294.23,1288.269,,,
4794,0.7,Very Good,3,F,SI1,3,2900,2456.4,736.92,,,
4795,0.55,Ideal,5,F,VS2,5,1865,2418.65,725.595,,,
4796,0.33,Ideal,5,F,IF,8,971,1929.79,578.937,,,
4797,0.29,Very Good,3,H,VVS2,6,466,369.07,110.721,,,
4798,0.55,Ideal,5,E,SI1,3,1551,1510.65,453.195,,,
4799,0.93,Premium,4,J,VS2,5,3125,5457.49,1637.247,,,
4800,0.32,Ideal,5,D,VS2,5,758,483.66,145.098,,,
4801,0.55,Ideal,5,G,SI2,2,1358,1056.65,316.995,,,
4802,1.65,Ideal,5,J,SI1,3,8334,10764.95,3229.485,,,
4803,1.63,Very Good,3,I,SI1,3,9199,10280.49,3084.147,,,
4804,1.55,Premium,4,J,VS2,5,7911,10673.55,3202.065,,,
4805,0.91,Very Good,3,G,VS2,5,5484,5131.13,1539.339,,,
4806,0.32,Ideal,5,D,VS2,5,972,483.66,145.098,,,
4807,1.01,Very Good,3,F,VS2,5,6196,5972.43,1791.729,,,
4808,0.34,Ideal,5,D,VS1,4,749,197.92,59.376,,,
4809,0.31,Premium,4,H,SI1,3,558,-666.57,-199.971,,,
4810,0.26,Good,2,D,VS2,5,403,-495.42,-148.626,,,
4811,0.32,Ideal,5,F,VVS1,7,990,1391.66,417.498,,,
4812,0.23,Very Good,3,F,VS2,5,402,-589.71,-176.913,,,
4813,0.53,Ideal,5,D,VS2,5,1956,2250.39,675.117,,,
4814,0.51,Premium,4,E,VS2,5,1567,1924.03,577.209,,,
4815,0.8,Very Good,3,F,SI2,2,2460,2843.7,853.11,,,
4816,0.71,Ideal,5,H,VS1,4,2175,3310.73,993.219,,,
4817,1.21,Very Good,3,H,SI1,3,6022,6747.03,2024.109,,,
4818,0.7,Very Good,3,G,VS1,4,3127,2910.4,873.12,,,
4819,0.31,Very Good,3,G,VVS2,6,627,537.33,161.199,,,
4820,0.77,Very Good,3,H,VS1,4,2840,3499.31,1049.793,,,
4821,1.94,Very Good,3,I,SI2,2,9344,12434.52,3730.356,,,
4822,0.53,Ideal,5,D,SI2,2,1314,888.39,266.517,,,
4823,1.01,Ideal,5,G,VVS2,6,7934,6742.63,2022.789,,,
4824,1,Good,2,F,VVS2,6,7016,6184.2,1855.26,,,
4825,1.03,Very Good,3,H,SI1,3,4932,5232.69,1569.807,,,
4826,0.54,Ideal,5,I,SI1,3,1057,1426.52,427.956,,,
4827,1.02,Premium,4,E,VS2,5,6854,6214.66,1864.398,,,
4828,0.41,Ideal,5,G,VVS2,6,1076,1694.83,508.449,,,
4829,1.07,Premium,4,E,VS2,5,7670,6635.31,1990.593,,,
4830,1.01,Very Good,3,E,SI2,2,4540,4610.43,1383.129,,,
4831,1.32,Ideal,5,G,VS1,4,9979,8442.66,2532.798,,,
4832,1.03,Ideal,5,F,IF,8,10615,7818.89,2345.667,,,
4833,0.42,Premium,4,D,SI1,3,1040,258.86,77.658,,,
4834,1.31,Premium,4,G,VVS2,6,11255,9108.43,2732.529,,,
4835,0.5,Ideal,5,E,VS2,5,1746,1998,599.4,,,
4836,0.7,Good,2,E,VS1,4,2826,2752.3,825.69,,,
4837,0.74,Premium,4,H,VS2,5,2485,3859.02,1157.706,,,
4838,1.7,Very Good,3,J,VS1,4,10165,11323.4,3397.02,,,
4839,0.32,Ideal,5,I,VS1,4,648,29.66,8.898,,,
4840,0.3,Ideal,5,H,VS1,4,675,-138.6,-41.58,,,
4841,1.14,Ideal,5,G,VVS2,6,9013,7836.32,2350.896,,,
4842,0.4,Very Good,3,G,SI1,3,840,-67.5,-20.25,,,
4843,0.3,Ideal,5,F,VS2,5,568,315.4,94.62,,,
4844,1,Premium,4,D,SI2,2,3634,4684.4,1405.32,,,
4845,0.42,Premium,4,H,VS2,5,992,1166.86,350.058,,,
4846,0.32,Very Good,3,H,SI2,2,504,-1194.54,-358.362,,,
4847,0.9,Very Good,3,H,VVS2,6,4842,5501,1650.3,,,
4848,0.9,Good,2,G,VVS2,6,4668,5342.9,1602.87,,,
4849,0.3,Ideal,5,G,VS1,4,776,-138.6,-41.58,,,
4850,0.57,Very Good,3,F,VVS2,6,1902,2724.71,817.413,,,
4851,0.5,Ideal,5,F,SI1,3,1232,1090,327,,,
4852,0.45,Good,2,F,VS1,4,1144,649.05,194.715,,,
4853,0.3,Good,2,E,SI1,3,526,-1066.9,-320.07,,,
4854,1.03,Ideal,5,G,VS1,4,7211,6002.89,1800.867,,,
4855,0.3,Ideal,5,F,VS1,4,570,-138.6,-41.58,,,
4856,0.3,Very Good,3,H,SI1,3,393,-908.8,-272.64,,,
4857,0.7,Fair,1,G,I1,1,956,1232.2,369.66,,,
4858,0.31,Premium,4,H,VS1,4,544,-212.57,-63.771,,,
4859,0.9,Very Good,3,E,SI1,3,4239,4139,1241.7,,,
4860,1.01,Premium,4,F,SI2,2,4121,4768.53,1430.559,,,
4861,0.3,Ideal,5,F,VS1,4,844,-138.6,-41.58,,,
4862,1.12,Premium,4,I,VS2,5,4986,7055.96,2116.788,,,
4863,0.4,Premium,4,H,SI1,3,855,90.6,27.18,,,
4864,0.43,Ideal,5,E,SI2,2,919,47.09,14.127,,,
4865,0.31,Ideal,5,H,VS2,5,628,399.53,119.859,,,
4866,0.72,Ideal,5,D,SI2,2,2670,2486.86,746.058,,,
4867,1.28,Premium,4,H,SI1,3,6580,7494.04,2248.212,,,
4868,0.76,Ideal,5,I,IF,8,2988,5547.38,1664.214,,,
4869,0.7,Ideal,5,H,SI1,3,2499,2772.6,831.78,,,
4870,0.51,Ideal,5,G,VVS2,6,1875,2536.13,760.839,,,
4871,0.3,Ideal,5,H,VS2,5,626,315.4,94.62,,,
4872,1.11,Premium,4,D,VVS1,7,13405,7879.83,2363.949,,,
4873,0.74,Ideal,5,E,VS2,5,2984,4017.12,1205.136,,,
4874,0.3,Premium,4,D,SI1,3,709,-750.7,-225.21,,,
4875,0.6,Ideal,5,F,VS2,5,1875,2839.3,851.79,,,
4876,0.31,Ideal,5,H,VVS1,7,846,1307.53,392.259,,,
4877,0.31,Premium,4,E,SI1,3,698,-666.57,-199.971,,,
4878,1.2,Very Good,3,G,SI2,2,5518,6208.9,1862.67,,,
4879,0.64,Very Good,3,E,VS2,5,2114,2859.62,857.886,,,
4880,1.57,Premium,4,J,VS1,4,8752,10387.81,3116.343,,,
4881,0.3,Very Good,3,F,SI2,2,506,-1362.8,-408.84,,,
4882,1.51,Ideal,5,D,VS2,5,15776,10495.13,3148.539,,,
4883,4,Very Good,3,I,I1,1,15984,29311.3,8793.39,,,
4884,0.33,Ideal,5,F,VVS1,7,854,1475.79,442.737,,,
4885,0.38,Premium,4,F,SI1,3,898,-77.66,-23.298,,,
4886,0.25,Ideal,5,F,SI1,3,430,-1013.25,-303.975,,,
4887,0.35,Ideal,5,G,VS2,5,807,736.05,220.815,,,
4888,0.5,Very Good,3,G,VVS1,7,2070,2589.8,776.94,,,
4889,0.34,Ideal,5,G,VVS1,7,813,1559.92,467.976,,,
4890,2.02,Ideal,5,H,SI2,2,15785,13423.76,4027.128,,,
4891,0.79,Ideal,5,D,SI1,3,3185,3529.77,1058.931,,,
4892,0.52,Good,2,G,SI1,3,1147,783.96,235.188,,,
4893,1.51,Ideal,5,E,VS1,4,18729,10041.13,3012.339,,,
4894,1.1,Ideal,5,H,VS2,5,4048,7045.8,2113.74,,,
4895,0.39,Premium,4,H,SI1,3,650,6.47,1.941,,,
4896,0.71,Very Good,3,G,VS1,4,2768,2994.53,898.359,,,
4897,0.32,Good,2,F,SI1,3,533,-898.64,-269.592,,,
4898,0.5,Good,2,E,SI1,3,1147,615.7,184.71,,,
4899,1.32,Very Good,3,G,SI2,2,7173,7218.46,2165.538,,,
4900,0.61,Ideal,5,E,VVS1,7,3084,3831.43,1149.429,,,
4901,1.21,Premium,4,J,VS2,5,4841,7813.13,2343.939,,,
4902,1.05,Premium,4,G,VS2,5,5927,6467.05,1940.115,,,
4903,0.3,Ideal,5,I,VS2,5,438,315.4,94.62,,,
4904,0.41,Good,2,I,VS1,4,754,312.53,93.759,,,
4905,0.38,Very Good,3,I,IF,8,988,2034.24,610.272,,,
4906,1.01,Premium,4,H,SI1,3,4191,5222.53,1566.759,,,
4907,0.9,Good,2,D,SI1,3,3505,3980.9,1194.27,,,
4908,0.5,Good,2,G,VVS2,6,1666,1977.7,593.31,,,
4909,0.26,Very Good,3,D,VVS2,6,597,116.68,35.004,,,
4910,0.34,Good,2,E,SI2,2,477,-1184.38,-355.314,,,
4911,0.28,Very Good,3,G,VVS1,7,586,738.94,221.682,,,
4912,0.31,Premium,4,F,VS2,5,749,241.43,72.429,,,
4913,0.3,Premium,4,D,VS2,5,911,157.3,47.19,,,
4914,1.01,Premium,4,F,VS1,4,7353,5676.53,1702.959,,,
4915,1.7,Ideal,5,E,SI2,2,9139,10731.6,3219.48,,,
4916,0.54,Ideal,5,G,VS1,4,1637,1880.52,564.156,,,
4917,1.21,Ideal,5,H,VS2,5,7513,7971.23,2391.369,,,
4918,1.6,Ideal,5,F,SI2,2,10472,9890.3,2967.09,,,
4919,0.9,Very Good,3,G,SI2,2,3303,3685,1105.5,,,
4920,0.59,Ideal,5,E,VVS2,6,2515,3209.17,962.751,,,
4921,0.41,Ideal,5,E,VVS2,6,1187,1694.83,508.449,,,
4922,1.55,Premium,4,J,SI2,2,6635,9311.55,2793.465,,,
4923,0.23,Very Good,3,D,VS2,5,402,-589.71,-176.913,,,
4924,0.7,Fair,1,F,SI2,2,2394,1686.2,505.86,,,
4925,0.33,Premium,4,G,VS2,5,579,409.69,122.907,,,
4926,1.34,Ideal,5,H,VS2,5,6078,9064.92,2719.476,,,
4927,0.76,Ideal,5,H,SI1,3,2765,3277.38,983.214,,,
4928,0.32,Ideal,5,D,SI1,3,756,-424.34,-127.302,,,
4929,0.3,Ideal,5,F,IF,8,886,1677.4,503.22,,,
4930,0.3,Very Good,3,F,VS1,4,603,-454.8,-136.44,,,
4931,0.32,Premium,4,D,SI1,3,756,-582.44,-174.732,,,
4932,1.18,Ideal,5,E,IF,8,14847,9080.84,2724.252,,,
4933,0.51,Ideal,5,F,VS1,4,1744,1628.13,488.439,,,
4934,2.31,Very Good,3,I,SI2,2,17062,15547.33,4664.199,,,
4935,0.76,Ideal,5,E,VVS1,7,4382,5093.38,1528.014,,,
4936,1.02,Premium,4,E,SI2,2,4478,4852.66,1455.798,,,
4937,0.71,Ideal,5,F,SI1,3,2699,2856.73,857.019,,,
4938,1.18,Ideal,5,F,VVS1,7,13257,8626.84,2588.052,,,
4939,0.35,Ideal,5,E,VS2,5,984,736.05,220.815,,,
4940,0.43,Premium,4,E,VVS2,6,1304,1704.99,511.497,,,
4941,0.9,Very Good,3,F,SI1,3,3842,4139,1241.7,,,
4942,0.73,Premium,4,G,VS1,4,2841,3320.89,996.267,,,
4943,0.96,Premium,4,D,SI2,2,4274,4347.88,1304.364,,,
4944,0.36,Premium,4,F,SI1,3,770,-245.92,-73.776,,,
4945,0.71,Very Good,3,E,SI1,3,2516,2540.53,762.159,,,
4946,0.4,Ideal,5,D,VS2,5,982,1156.7,347.01,,,
4947,0.34,Ideal,5,D,VS2,5,1033,651.92,195.576,,,
4948,0.5,Premium,4,E,SI2,2,1097,477.9,143.37,,,
4949,0.41,Ideal,5,E,VS2,5,999,1240.83,372.249,,,
4950,1,Good,2,D,SI2,2,3965,4368.2,1310.46,,,
4951,0.4,Premium,4,F,VS2,5,842,998.6,299.58,,,
4952,0.54,Ideal,5,E,SI1,3,1778,1426.52,427.956,,,
4953,0.9,Premium,4,E,SI2,2,3701,3843.1,1152.93,,,
4954,0.3,Very Good,3,G,VS1,4,605,-454.8,-136.44,,,
4955,0.35,Fair,1,F,VVS1,7,1011,1011.65,303.495,,,
4956,0.39,Very Good,3,G,VS1,4,741,302.37,90.711,,,
4957,0.3,Fair,1,G,VS1,4,673,-771,-231.3,,,
4958,0.73,Premium,4,H,SI2,2,1927,2412.89,723.867,,,
4959,1.07,Ideal,5,H,I1,1,3412,4977.41,1493.223,,,
4960,1.51,Good,2,I,VVS1,7,9301,10928.83,3278.649,,,
4961,1.06,Very Good,3,E,SI1,3,5090,5485.08,1645.524,,,
4962,1.01,Premium,4,H,SI2,2,4242,4768.53,1430.559,,,
4963,0.58,Very Good,3,G,SI2,2,1117,992.84,297.852,,,
4964,0.71,Very Good,3,H,VS1,4,2569,2994.53,898.359,,,
4965,0.61,Ideal,5,J,VS2,5,1233,2923.43,877.029,,,
4966,0.58,Ideal,5,G,SI2,2,1213,1309.04,392.712,,,
4967,0.73,Very Good,3,E,VS1,4,3492,3162.79,948.837,,,
4968,1,Good,2,D,VS1,4,7672,5276.2,1582.86,,,
4969,1,Ideal,5,F,VS2,5,5844,6204.5,1861.35,,,
4970,0.71,Very Good,3,G,VS1,4,2803,2994.53,898.359,,,
4971,1.01,Premium,4,F,SI1,3,4969,5222.53,1566.759,,,
4972,1.36,Fair,1,J,SI2,2,4158,7238.78,2171.634,,,
4973,0.32,Ideal,5,G,VS1,4,828,29.66,8.898,,,
4974,0.52,Ideal,5,F,VVS1,7,2251,3074.26,922.278,,,
4975,0.57,Premium,4,E,VS2,5,1672,2428.81,728.643,,,
