id,carat,cut,cut_ord,color,clarity,clarity_ord,retail_price,company_price,retail_price_if_1_carat_more,diff_btwn_carats,carat_squared,,Linear Regression model - provides an equation to use to predict the prices.,,,,,,,"1.    According to the model, if a diamond is 1 carat heavier than another with the same cut, how much more should I expect to pay? Why?"
1471,0.43,Ideal,5,F,VVS1,7,2317.09,695.127,10730.09,8413,-1251.777577,,,,,,,,,
1546,0.43,Very Good,3,G,VVS1,7,2000.89,600.267,10413.89,8413,-1567.977577,,,,,,,,,
1578,0.43,Premium,4,G,VS1,4,796.99,239.097,9209.99,8413,-2771.877577,,,,,,,,,
1696,0.43,Very Good,3,G,VS1,4,638.89,191.667,9051.89,8413,-2929.977577,,,,,,,,,
1744,0.43,Very Good,3,E,SI1,3,184.89,55.467,8597.89,8413,-3383.977577,,,,,,,,,
1955,0.43,Ideal,5,E,VVS2,6,1863.09,558.927,10276.09,8413,-1705.777577,,,,,,,,,
1995,0.43,Ideal,5,G,IF,8,2771.09,831.327,11184.09,8413,-797.7775765,,,,,,,,,
2107,0.43,Ideal,5,F,SI1,3,501.09,150.327,8914.09,8413,-3067.777577,,,,,,,,,
2157,0.43,Ideal,5,F,SI1,3,501.09,150.327,8914.09,8413,-3067.777577,,,,,,,,,
2183,0.43,Ideal,5,D,VS2,5,1409.09,422.727,9822.09,8413,-2159.777577,,,,,,,,,
2303,0.43,Ideal,5,F,VVS1,7,2317.09,695.127,10730.09,8413,-1251.777577,,,,,,,,,
2313,0.43,Premium,4,G,VS2,5,1250.99,375.297,9663.99,8413,-2317.877577,,,,,,,,,
2329,0.43,Premium,4,F,VS2,5,1250.99,375.297,9663.99,8413,-2317.877577,,,,,,,,,
2640,0.43,Ideal,5,E,VVS1,7,2317.09,695.127,10730.09,8413,-1251.777577,,,,,,,,,
2980,0.43,Very Good,3,H,SI1,3,184.89,55.467,8597.89,8413,-3383.977577,,,,,,,,,
515,0.44,Premium,4,G,VS2,5,1335.12,400.536,9748.12,8413,-2313.269164,,,,,,,,,
1177,0.44,Ideal,5,D,VS1,4,1039.22,311.766,9452.22,8413,-2609.169164,,,,,,,,,
1300,0.44,Ideal,5,E,VS2,5,1493.22,447.966,9906.22,8413,-2155.169164,,,,,,,,,
1865,0.44,Ideal,5,I,VS1,4,1039.22,311.766,9452.22,8413,-2609.169164,,,,,,,,,
2517,0.44,Ideal,5,F,VVS2,6,1947.22,584.166,10360.22,8413,-1701.169164,,,,,,,,,
2662,0.44,Ideal,5,F,SI1,3,585.22,175.566,8998.22,8413,-3063.169164,,,,,,,,,
2956,0.44,Good,2,E,VS2,5,1018.92,305.676,9431.92,8413,-2629.469164,,,,,,,,,
67,0.45,Premium,4,D,VS1,4,965.25,289.575,9378.25,8413,-2762.224865,,,,,,,,,
437,0.45,Good,2,F,VS1,4,649.05,194.715,9062.05,8413,-3078.424865,,,,,,,,,
865,0.45,Ideal,5,G,VVS1,7,2485.35,745.605,10898.35,8413,-1242.124865,,,,,,,,,
2411,0.45,Good,2,G,VVS1,7,2011.05,603.315,10424.05,8413,-1716.424865,,,,,,,,,
126,0.46,Ideal,5,J,VS2,5,1661.48,498.444,10074.48,8413,-2144.60345,,,,,,,,,
810,0.46,Premium,4,I,SI2,2,141.38,42.414,8554.38,8413,-3664.70345,,,,,,,,,
937,0.46,Premium,4,F,VVS1,7,2411.38,723.414,10824.38,8413,-1394.70345,,,,,,,,,
1050,0.46,Fair,1,G,VS2,5,1029.08,308.724,9442.08,8413,-2777.00345,,,,,,,,,
1126,0.46,Ideal,5,E,VVS1,7,2569.48,770.844,10982.48,8413,-1236.60345,,,,,,,,,
1203,0.46,Premium,4,I,IF,8,2865.38,859.614,11278.38,8413,-940.7034501,,,,,,,,,
2166,0.46,Very Good,3,D,VS2,5,1345.28,403.584,9758.28,8413,-2460.80345,,,,,,,,,
2699,0.46,Ideal,5,E,SI2,2,299.48,89.844,8712.48,8413,-3506.60345,,,,,,,,,
2760,0.46,Ideal,5,G,IF,8,3023.48,907.044,11436.48,8413,-782.6034501,,,,,,,,,
2766,0.46,Fair,1,I,VS1,4,575.08,172.524,8988.08,8413,-3231.00345,,,,,,,,,
2890,0.46,Ideal,5,G,VVS1,7,2569.48,770.844,10982.48,8413,-1236.60345,,,,,,,,,
2974,0.46,Fair,1,G,VS1,4,575.08,172.524,8988.08,8413,-3231.00345,,,,,,,,,
912,0.47,Very Good,3,D,VS1,4,975.41,292.623,9388.41,8413,-2908.759792,,,,,,,,,
1495,0.47,Ideal,5,H,VS2,5,1745.61,523.683,10158.61,8413,-2138.559792,,,,,,,,,
1514,0.47,Very Good,3,F,VVS2,6,1883.41,565.023,10296.41,8413,-2000.759792,,,,,,,,,
1641,0.47,Fair,1,E,SI1,3,205.21,61.563,8618.21,8413,-3678.959792,,,,,,,,,
2132,0.47,Good,2,F,VS1,4,817.31,245.193,9230.31,8413,-3066.859792,,,,,,,,,
212,0.48,Good,2,F,VS1,4,901.44,270.432,9314.44,8413,-3060.244495,,,,,,,,,
1723,0.48,Very Good,3,E,SI1,3,605.54,181.662,9018.54,8413,-3356.144495,,,,,,,,,
2112,0.48,Premium,4,F,VS2,5,1671.64,501.492,10084.64,8413,-2290.044495,,,,,,,,,
102,0.5,Ideal,5,H,SI1,3,1090,327,9503,8413,-3024.777593,,,,,,,,,
124,0.5,Very Good,3,E,SI1,3,773.8,232.14,9186.8,8413,-3340.977593,,,,,,,,,
140,0.5,Good,2,D,SI1,3,615.7,184.71,9028.7,8413,-3499.077593,,,,,,,,,
252,0.5,Fair,1,E,VS2,5,1365.6,409.68,9778.6,8413,-2749.177593,,,,,,,,,
368,0.5,Ideal,5,F,SI1,3,1090,327,9503,8413,-3024.777593,,,,,,,,,
493,0.5,Very Good,3,G,SI1,3,773.8,232.14,9186.8,8413,-3340.977593,,,,,,,,,
516,0.5,Premium,4,G,VVS2,6,2293.9,688.17,10706.9,8413,-1820.877593,,,,,,,,,
558,0.5,Premium,4,E,SI1,3,931.9,279.57,9344.9,8413,-3182.877593,,,,,,,,,
620,0.5,Premium,4,J,SI1,3,931.9,279.57,9344.9,8413,-3182.877593,,,,,,,,,
642,0.5,Ideal,5,D,VS2,5,1998,599.4,10411,8413,-2116.777593,,,,,,,,,
683,0.5,Premium,4,F,VS1,4,1385.9,415.77,9798.9,8413,-2728.877593,,,,,,,,,
697,0.5,Good,2,E,SI1,3,615.7,184.71,9028.7,8413,-3499.077593,,,,,,,,,
714,0.5,Fair,1,H,VS1,4,911.6,273.48,9324.6,8413,-3203.177593,,,,,,,,,
727,0.5,Fair,1,E,VS2,5,1365.6,409.68,9778.6,8413,-2749.177593,,,,,,,,,
742,0.5,Premium,4,G,VVS2,6,2293.9,688.17,10706.9,8413,-1820.877593,,,,,,,,,
809,0.5,Ideal,5,G,VVS1,7,2906,871.8,11319,8413,-1208.777593,,,,,,,,,
832,0.5,Ideal,5,E,SI1,3,1090,327,9503,8413,-3024.777593,,,,,,,,,
847,0.5,Good,2,D,SI1,3,615.7,184.71,9028.7,8413,-3499.077593,,,,,,,,,
1025,0.5,Ideal,5,I,SI1,3,1090,327,9503,8413,-3024.777593,,,,,,,,,
1067,0.5,Very Good,3,D,SI2,2,319.8,95.94,8732.8,8413,-3794.977593,,,,,,,,,
1099,0.5,Fair,1,G,VS1,4,911.6,273.48,9324.6,8413,-3203.177593,,,,,,,,,
1193,0.5,Very Good,3,D,VS2,5,1681.8,504.54,10094.8,8413,-2432.977593,,,,,,,,,
1220,0.5,Fair,1,F,SI1,3,457.6,137.28,8870.6,8413,-3657.177593,,,,,,,,,
1245,0.5,Premium,4,D,SI1,3,931.9,279.57,9344.9,8413,-3182.877593,,,,,,,,,
1250,0.5,Premium,4,F,SI1,3,931.9,279.57,9344.9,8413,-3182.877593,,,,,,,,,
1279,0.5,Good,2,H,VS2,5,1523.7,457.11,9936.7,8413,-2591.077593,,,,,,,,,
1286,0.5,Premium,4,E,VS2,5,1839.9,551.97,10252.9,8413,-2274.877593,,,,,,,,,
1336,0.5,Premium,4,F,VS1,4,1385.9,415.77,9798.9,8413,-2728.877593,,,,,,,,,
1362,0.5,Very Good,3,E,VS2,5,1681.8,504.54,10094.8,8413,-2432.977593,,,,,,,,,
1394,0.5,Very Good,3,J,VS2,5,1681.8,504.54,10094.8,8413,-2432.977593,,,,,,,,,
1425,0.5,Premium,4,G,VS1,4,1385.9,415.77,9798.9,8413,-2728.877593,,,,,,,,,
1465,0.5,Very Good,3,E,SI1,3,773.8,232.14,9186.8,8413,-3340.977593,,,,,,,,,
1467,0.5,Very Good,3,E,SI1,3,773.8,232.14,9186.8,8413,-3340.977593,,,,,,,,,
1488,0.5,Ideal,5,H,SI1,3,1090,327,9503,8413,-3024.777593,,,,,,,,,
1548,0.5,Premium,4,G,VS1,4,1385.9,415.77,9798.9,8413,-2728.877593,,,,,,,,,
1562,0.5,Premium,4,G,VVS2,6,2293.9,688.17,10706.9,8413,-1820.877593,,,,,,,,,
1632,0.5,Ideal,5,D,VS2,5,1998,599.4,10411,8413,-2116.777593,,,,,,,,,
1671,0.5,Good,2,E,SI1,3,615.7,184.71,9028.7,8413,-3499.077593,,,,,,,,,
1708,0.5,Ideal,5,H,SI1,3,1090,327,9503,8413,-3024.777593,,,,,,,,,
1786,0.5,Ideal,5,D,VVS2,6,2452,735.6,10865,8413,-1662.777593,,,,,,,,,
1936,0.5,Very Good,3,E,VS1,4,1227.8,368.34,9640.8,8413,-2886.977593,,,,,,,,,
1963,0.5,Ideal,5,E,VS2,5,1998,599.4,10411,8413,-2116.777593,,,,,,,,,
2145,0.5,Ideal,5,G,VVS1,7,2906,871.8,11319,8413,-1208.777593,,,,,,,,,
2205,0.5,Ideal,5,G,VVS2,6,2452,735.6,10865,8413,-1662.777593,,,,,,,,,
2402,0.5,Ideal,5,E,VS2,5,1998,599.4,10411,8413,-2116.777593,,,,,,,,,
2405,0.5,Premium,4,G,VS1,4,1385.9,415.77,9798.9,8413,-2728.877593,,,,,,,,,
2426,0.5,Very Good,3,H,SI1,3,773.8,232.14,9186.8,8413,-3340.977593,,,,,,,,,
2428,0.5,Premium,4,F,VS1,4,1385.9,415.77,9798.9,8413,-2728.877593,,,,,,,,,
2479,0.5,Good,2,G,VS2,5,1523.7,457.11,9936.7,8413,-2591.077593,,,,,,,,,
2587,0.5,Good,2,G,SI2,2,161.7,48.51,8574.7,8413,-3953.077593,,,,,,,,,
2600,0.5,Premium,4,D,SI1,3,931.9,279.57,9344.9,8413,-3182.877593,,,,,,,,,
2602,0.5,Very Good,3,H,VS1,4,1227.8,368.34,9640.8,8413,-2886.977593,,,,,,,,,
2610,0.5,Very Good,3,F,VS2,5,1681.8,504.54,10094.8,8413,-2432.977593,,,,,,,,,
2641,0.5,Very Good,3,E,SI2,2,319.8,95.94,8732.8,8413,-3794.977593,,,,,,,,,
2691,0.5,Premium,4,F,SI1,3,931.9,279.57,9344.9,8413,-3182.877593,,,,,,,,,
2751,0.5,Good,2,F,SI1,3,615.7,184.71,9028.7,8413,-3499.077593,,,,,,,,,
2792,0.5,Premium,4,E,VS2,5,1839.9,551.97,10252.9,8413,-2274.877593,,,,,,,,,
2866,0.5,Premium,4,D,SI1,3,931.9,279.57,9344.9,8413,-3182.877593,,,,,,,,,
2878,0.5,Very Good,3,D,VS2,5,1681.8,504.54,10094.8,8413,-2432.977593,,,,,,,,,
2903,0.5,Ideal,5,D,SI2,2,636,190.8,9049,8413,-3478.777593,,,,,,,,,
2960,0.5,Premium,4,D,VS2,5,1839.9,551.97,10252.9,8413,-2274.877593,,,,,,,,,
2961,0.5,Ideal,5,E,VVS2,6,2452,735.6,10865,8413,-1662.777593,,,,,,,,,
52,0.51,Ideal,5,F,SI1,3,1174.13,352.239,9587.13,8413,-3016.102025,,,,,,,,,
133,0.51,Ideal,5,D,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
135,0.51,Ideal,5,E,SI2,2,720.13,216.039,9133.13,8413,-3470.102025,,,,,,,,,
150,0.51,Premium,4,D,VS1,4,1470.03,441.009,9883.03,8413,-2720.202025,,,,,,,,,
197,0.51,Premium,4,E,SI1,3,1016.03,304.809,9429.03,8413,-3174.202025,,,,,,,,,
264,0.51,Premium,4,E,VS2,5,1924.03,577.209,10337.03,8413,-2266.202025,,,,,,,,,
305,0.51,Very Good,3,F,SI1,3,857.93,257.379,9270.93,8413,-3332.302025,,,,,,,,,
306,0.51,Ideal,5,H,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
326,0.51,Ideal,5,E,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
374,0.51,Very Good,3,G,VS2,5,1765.93,529.779,10178.93,8413,-2424.302025,,,,,,,,,
505,0.51,Ideal,5,I,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
566,0.51,Good,2,F,SI1,3,699.83,209.949,9112.83,8413,-3490.402025,,,,,,,,,
604,0.51,Premium,4,E,VS2,5,1924.03,577.209,10337.03,8413,-2266.202025,,,,,,,,,
686,0.51,Ideal,5,D,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
735,0.51,Ideal,5,F,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
741,0.51,Premium,4,E,SI1,3,1016.03,304.809,9429.03,8413,-3174.202025,,,,,,,,,
820,0.51,Fair,1,F,SI1,3,541.73,162.519,8954.73,8413,-3648.502025,,,,,,,,,
827,0.51,Ideal,5,D,SI2,2,720.13,216.039,9133.13,8413,-3470.102025,,,,,,,,,
914,0.51,Premium,4,G,SI1,3,1016.03,304.809,9429.03,8413,-3174.202025,,,,,,,,,
970,0.51,Premium,4,F,SI1,3,1016.03,304.809,9429.03,8413,-3174.202025,,,,,,,,,
993,0.51,Ideal,5,D,VS1,4,1628.13,488.439,10041.13,8413,-2562.102025,,,,,,,,,
1124,0.51,Good,2,H,VS2,5,1607.83,482.349,10020.83,8413,-2582.402025,,,,,,,,,
1213,0.51,Ideal,5,F,VS1,4,1628.13,488.439,10041.13,8413,-2562.102025,,,,,,,,,
1243,0.51,Ideal,5,G,SI1,3,1174.13,352.239,9587.13,8413,-3016.102025,,,,,,,,,
1270,0.51,Good,2,E,SI1,3,699.83,209.949,9112.83,8413,-3490.402025,,,,,,,,,
1333,0.51,Ideal,5,H,VVS2,6,2536.13,760.839,10949.13,8413,-1654.102025,,,,,,,,,
1339,0.51,Premium,4,G,VVS2,6,2378.03,713.409,10791.03,8413,-1812.202025,,,,,,,,,
1354,0.51,Very Good,3,F,VS1,4,1311.93,393.579,9724.93,8413,-2878.302025,,,,,,,,,
1359,0.51,Ideal,5,G,VVS2,6,2536.13,760.839,10949.13,8413,-1654.102025,,,,,,,,,
1392,0.51,Very Good,3,I,VS1,4,1311.93,393.579,9724.93,8413,-2878.302025,,,,,,,,,
1402,0.51,Premium,4,E,VS1,4,1470.03,441.009,9883.03,8413,-2720.202025,,,,,,,,,
1410,0.51,Ideal,5,G,VVS2,6,2536.13,760.839,10949.13,8413,-1654.102025,,,,,,,,,
1479,0.51,Very Good,3,G,VS2,5,1765.93,529.779,10178.93,8413,-2424.302025,,,,,,,,,
1581,0.51,Ideal,5,D,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
1593,0.51,Ideal,5,D,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
1654,0.51,Ideal,5,D,VVS2,6,2536.13,760.839,10949.13,8413,-1654.102025,,,,,,,,,
1670,0.51,Ideal,5,G,VS1,4,1628.13,488.439,10041.13,8413,-2562.102025,,,,,,,,,
1714,0.51,Ideal,5,G,VVS2,6,2536.13,760.839,10949.13,8413,-1654.102025,,,,,,,,,
1728,0.51,Ideal,5,I,VVS2,6,2536.13,760.839,10949.13,8413,-1654.102025,,,,,,,,,
1819,0.51,Premium,4,E,VS2,5,1924.03,577.209,10337.03,8413,-2266.202025,,,,,,,,,
1863,0.51,Premium,4,G,SI2,2,562.03,168.609,8975.03,8413,-3628.202025,,,,,,,,,
1873,0.51,Ideal,5,F,VS1,4,1628.13,488.439,10041.13,8413,-2562.102025,,,,,,,,,
1887,0.51,Premium,4,D,VS1,4,1470.03,441.009,9883.03,8413,-2720.202025,,,,,,,,,
1975,0.51,Premium,4,D,VS2,5,1924.03,577.209,10337.03,8413,-2266.202025,,,,,,,,,
2014,0.51,Very Good,3,E,VS2,5,1765.93,529.779,10178.93,8413,-2424.302025,,,,,,,,,
2022,0.51,Very Good,3,G,VS2,5,1765.93,529.779,10178.93,8413,-2424.302025,,,,,,,,,
2039,0.51,Premium,4,F,VVS2,6,2378.03,713.409,10791.03,8413,-1812.202025,,,,,,,,,
2091,0.51,Ideal,5,D,VS1,4,1628.13,488.439,10041.13,8413,-2562.102025,,,,,,,,,
2130,0.51,Ideal,5,D,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
2187,0.51,Fair,1,G,SI1,3,541.73,162.519,8954.73,8413,-3648.502025,,,,,,,,,
2223,0.51,Ideal,5,G,VVS1,7,2990.13,897.039,11403.13,8413,-1200.102025,,,,,,,,,
2225,0.51,Ideal,5,E,SI1,3,1174.13,352.239,9587.13,8413,-3016.102025,,,,,,,,,
2323,0.51,Ideal,5,G,VS1,4,1628.13,488.439,10041.13,8413,-2562.102025,,,,,,,,,
2342,0.51,Ideal,5,I,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
2359,0.51,Ideal,5,E,VS2,5,2082.13,624.639,10495.13,8413,-2108.102025,,,,,,,,,
2591,0.51,Premium,4,E,VS2,5,1924.03,577.209,10337.03,8413,-2266.202025,,,,,,,,,
2689,0.51,Ideal,5,E,SI2,2,720.13,216.039,9133.13,8413,-3470.102025,,,,,,,,,
2694,0.51,Very Good,3,I,SI1,3,857.93,257.379,9270.93,8413,-3332.302025,,,,,,,,,
2720,0.51,Ideal,5,G,VS1,4,1628.13,488.439,10041.13,8413,-2562.102025,,,,,,,,,
2728,0.51,Ideal,5,G,VS1,4,1628.13,488.439,10041.13,8413,-2562.102025,,,,,,,,,
2790,0.51,Premium,4,G,VS2,5,1924.03,577.209,10337.03,8413,-2266.202025,,,,,,,,,
2978,0.51,Fair,1,E,VS2,5,1449.73,434.919,9862.73,8413,-2740.502025,,,,,,,,,
6,0.52,Premium,4,G,VS1,4,1554.16,466.248,9967.16,8413,-2710.705878,,,,,,,,,
104,0.52,Very Good,3,D,VS2,5,1850.06,555.018,10263.06,8413,-2414.805878,,,,,,,,,
209,0.52,Good,2,G,SI1,3,783.96,235.188,9196.96,8413,-3480.905878,,,,,,,,,
268,0.52,Ideal,5,G,VVS2,6,2620.26,786.078,11033.26,8413,-1644.605878,,,,,,,,,
315,0.52,Ideal,5,F,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
328,0.52,Ideal,5,H,IF,8,3528.26,1058.478,11941.26,8413,-736.6058783,,,,,,,,,
348,0.52,Ideal,5,H,SI1,3,1258.26,377.478,9671.26,8413,-3006.605878,,,,,,,,,
394,0.52,Ideal,5,E,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
403,0.52,Ideal,5,E,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
471,0.52,Very Good,3,F,VVS2,6,2304.06,691.218,10717.06,8413,-1960.805878,,,,,,,,,
506,0.52,Ideal,5,G,VS1,4,1712.26,513.678,10125.26,8413,-2552.605878,,,,,,,,,
609,0.52,Ideal,5,J,SI1,3,1258.26,377.478,9671.26,8413,-3006.605878,,,,,,,,,
676,0.52,Ideal,5,E,SI1,3,1258.26,377.478,9671.26,8413,-3006.605878,,,,,,,,,
680,0.52,Ideal,5,D,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
719,0.52,Ideal,5,F,VVS1,7,3074.26,922.278,11487.26,8413,-1190.605878,,,,,,,,,
780,0.52,Very Good,3,G,VVS1,7,2758.06,827.418,11171.06,8413,-1506.805878,,,,,,,,,
879,0.52,Very Good,3,H,VS1,4,1396.06,418.818,9809.06,8413,-2868.805878,,,,,,,,,
910,0.52,Ideal,5,D,SI2,2,804.26,241.278,9217.26,8413,-3460.605878,,,,,,,,,
930,0.52,Ideal,5,E,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
1100,0.52,Ideal,5,G,SI2,2,804.26,241.278,9217.26,8413,-3460.605878,,,,,,,,,
1120,0.52,Premium,4,I,VVS1,7,2916.16,874.848,11329.16,8413,-1348.705878,,,,,,,,,
1217,0.52,Ideal,5,E,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
1397,0.52,Premium,4,G,VVS2,6,2462.16,738.648,10875.16,8413,-1802.705878,,,,,,,,,
1449,0.52,Ideal,5,H,SI1,3,1258.26,377.478,9671.26,8413,-3006.605878,,,,,,,,,
1455,0.52,Ideal,5,D,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
1558,0.52,Premium,4,E,VS2,5,2008.16,602.448,10421.16,8413,-2256.705878,,,,,,,,,
1640,0.52,Ideal,5,E,SI1,3,1258.26,377.478,9671.26,8413,-3006.605878,,,,,,,,,
1669,0.52,Good,2,E,SI1,3,783.96,235.188,9196.96,8413,-3480.905878,,,,,,,,,
1705,0.52,Ideal,5,G,SI1,3,1258.26,377.478,9671.26,8413,-3006.605878,,,,,,,,,
1740,0.52,Ideal,5,E,VVS2,6,2620.26,786.078,11033.26,8413,-1644.605878,,,,,,,,,
1966,0.52,Ideal,5,D,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
1990,0.52,Ideal,5,G,SI2,2,804.26,241.278,9217.26,8413,-3460.605878,,,,,,,,,
2127,0.52,Ideal,5,D,VS1,4,1712.26,513.678,10125.26,8413,-2552.605878,,,,,,,,,
2207,0.52,Ideal,5,D,SI1,3,1258.26,377.478,9671.26,8413,-3006.605878,,,,,,,,,
2234,0.52,Premium,4,F,VS2,5,2008.16,602.448,10421.16,8413,-2256.705878,,,,,,,,,
2237,0.52,Ideal,5,D,VVS2,6,2620.26,786.078,11033.26,8413,-1644.605878,,,,,,,,,
2238,0.52,Very Good,3,D,VS2,5,1850.06,555.018,10263.06,8413,-2414.805878,,,,,,,,,
2353,0.52,Ideal,5,D,SI2,2,804.26,241.278,9217.26,8413,-3460.605878,,,,,,,,,
2383,0.52,Premium,4,G,SI1,3,1100.16,330.048,9513.16,8413,-3164.705878,,,,,,,,,
2438,0.52,Very Good,3,G,VS1,4,1396.06,418.818,9809.06,8413,-2868.805878,,,,,,,,,
2445,0.52,Very Good,3,G,VVS2,6,2304.06,691.218,10717.06,8413,-1960.805878,,,,,,,,,
2523,0.52,Very Good,3,I,SI1,3,942.06,282.618,9355.06,8413,-3322.805878,,,,,,,,,
2562,0.52,Premium,4,H,SI1,3,1100.16,330.048,9513.16,8413,-3164.705878,,,,,,,,,
2645,0.52,Ideal,5,G,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
2710,0.52,Ideal,5,F,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
2739,0.52,Premium,4,E,VVS1,7,2916.16,874.848,11329.16,8413,-1348.705878,,,,,,,,,
2744,0.52,Ideal,5,H,VS2,5,2166.26,649.878,10579.26,8413,-2098.605878,,,,,,,,,
2889,0.52,Very Good,3,I,VS1,4,1396.06,418.818,9809.06,8413,-2868.805878,,,,,,,,,
2952,0.52,Very Good,3,H,SI1,3,942.06,282.618,9355.06,8413,-3322.805878,,,,,,,,,
2965,0.52,Good,2,G,VS2,5,1691.96,507.588,10104.96,8413,-2572.905878,,,,,,,,,
120,0.53,Very Good,3,F,SI1,3,1026.19,307.857,9439.19,8413,-3312.411538,,,,,,,,,
129,0.53,Premium,4,H,VS2,5,2092.29,627.687,10505.29,8413,-2246.311538,,,,,,,,,
219,0.53,Very Good,3,G,VS1,4,1480.19,444.057,9893.19,8413,-2858.411538,,,,,,,,,
291,0.53,Ideal,5,F,VVS1,7,3158.39,947.517,11571.39,8413,-1180.211538,,,,,,,,,
304,0.53,Premium,4,I,VVS1,7,3000.29,900.087,11413.29,8413,-1338.311538,,,,,,,,,
345,0.53,Ideal,5,E,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
352,0.53,Premium,4,H,SI1,3,1184.29,355.287,9597.29,8413,-3154.311538,,,,,,,,,
380,0.53,Good,2,H,SI1,3,868.09,260.427,9281.09,8413,-3470.511538,,,,,,,,,
414,0.53,Ideal,5,E,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
468,0.53,Ideal,5,E,VS1,4,1796.39,538.917,10209.39,8413,-2542.211538,,,,,,,,,
488,0.53,Ideal,5,F,VVS2,6,2704.39,811.317,11117.39,8413,-1634.211538,,,,,,,,,
534,0.53,Ideal,5,H,VS1,4,1796.39,538.917,10209.39,8413,-2542.211538,,,,,,,,,
565,0.53,Ideal,5,H,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
625,0.53,Ideal,5,E,VS1,4,1796.39,538.917,10209.39,8413,-2542.211538,,,,,,,,,
648,0.53,Ideal,5,D,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
753,0.53,Premium,4,E,VVS2,6,2546.29,763.887,10959.29,8413,-1792.311538,,,,,,,,,
801,0.53,Ideal,5,D,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
885,0.53,Good,2,E,VS2,5,1776.09,532.827,10189.09,8413,-2562.511538,,,,,,,,,
924,0.53,Ideal,5,D,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
1039,0.53,Ideal,5,I,SI1,3,1342.39,402.717,9755.39,8413,-2996.211538,,,,,,,,,
1116,0.53,Good,2,F,VVS2,6,2230.09,669.027,10643.09,8413,-2108.511538,,,,,,,,,
1140,0.53,Ideal,5,G,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
1142,0.53,Very Good,3,D,VS1,4,1480.19,444.057,9893.19,8413,-2858.411538,,,,,,,,,
1160,0.53,Ideal,5,E,VVS1,7,3158.39,947.517,11571.39,8413,-1180.211538,,,,,,,,,
1350,0.53,Fair,1,E,SI1,3,709.99,212.997,9122.99,8413,-3628.611538,,,,,,,,,
1375,0.53,Ideal,5,E,SI1,3,1342.39,402.717,9755.39,8413,-2996.211538,,,,,,,,,
1423,0.53,Ideal,5,G,VVS2,6,2704.39,811.317,11117.39,8413,-1634.211538,,,,,,,,,
1435,0.53,Very Good,3,F,SI2,2,572.19,171.657,8985.19,8413,-3766.411538,,,,,,,,,
1436,0.53,Ideal,5,D,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
1444,0.53,Ideal,5,G,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
1587,0.53,Ideal,5,H,VS1,4,1796.39,538.917,10209.39,8413,-2542.211538,,,,,,,,,
1715,0.53,Ideal,5,I,VS1,4,1796.39,538.917,10209.39,8413,-2542.211538,,,,,,,,,
1790,0.53,Ideal,5,D,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
1874,0.53,Ideal,5,D,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
1916,0.53,Premium,4,F,I1,1,276.29,82.887,8689.29,8413,-4062.311538,,,,,,,,,
1948,0.53,Ideal,5,G,SI2,2,888.39,266.517,9301.39,8413,-3450.211538,,,,,,,,,
2048,0.53,Ideal,5,E,VS2,5,2250.39,675.117,10663.39,8413,-2088.211538,,,,,,,,,
